,Papallacta_BAU,Mica_BAU,Orientales_BAU,Occidentales_BAU,Bellavista_BAU,Puengasi_BAU,El Placer_BAU,El Troje_BAU,Paluguillo_BAU,Norte_BAU,Centro_BAU,Sur_BAU,Parroquias Norte_BAU,Parroquias Sur_BAU,Parroquiales Orientales_BAU,Papallacta_BASE,Mica_BASE,Orientales_BASE,Occidentales_BASE,Bellavista_BASE,Puengasi_BASE,El Placer_BASE,El Troje_BASE,Paluguillo_BASE,Norte_BASE,Centro_BASE,Sur_BASE,Parroquias Norte_BASE,Parroquias Sur_BASE,Parroquiales Orientales_BASE
2024-06-30,7251879.741119999,438945.35040000005,5734156.59432,2116477.9008000004,6471760.958093087,4241464.44328548,1514383.3002967201,1256392.5342534,1303162.789479264,3824810.7262330144,5062163.497530641,1455658.6861819,602520.9451984663,1487961.1820136379,2035775.660454269,7414334.766719998,450945.5328,5905635.006960001,2182880.016,6621458.759209727,4367816.02088604,1561276.7678152798,1293585.9918138,1332355.9575795834,3913282.1266929475,5214459.956408331,1496186.5785827187,616457.8104824255,1527818.6271686226,2081941.730450118
2024-07-31,6797344.067135999,400858.18272,5008565.085336001,1903703.0659200002,6046212.612525926,3712323.2549990043,1352687.8419840243,1110370.373701956,1221482.7288643392,3573311.6540028225,4453523.727203682,1310595.3469507864,562902.3942261636,1344932.0027653282,1905809.4472668115,6972383.613887999,409760.3808,5224575.306672,2098967.26464,6238250.69028981,3868793.5792405694,1470790.3004540643,1161623.36887956,1252937.3354156734,3686806.157961278,4692579.431225165,1372728.1088871174,580781.1392659814,1396775.379363418,1959207.2158988684
2024-08-31,6333040.159487999,344046.452832,4553710.613064001,1697524.3871999998,5614294.43698341,3366340.6854323884,1211342.6546496432,996514.1294050297,1138047.3166599935,3318048.012257195,4025622.269598321,1188618.8753596714,522690.8120831555,1229371.9700518143,1773380.186155843,6580560.879648,361222.174944,4863346.864272,2024986.6425599998,5898611.045899553,3592544.372446392,1406072.9612565504,1075570.9455951792,1182526.7900727456,3486079.128126637,4391383.466279738,1285352.671850097,549160.6883732486,1306728.3935537436,1850406.135271144
2024-09-30,6266315.07936,324326.82528000005,4149823.8103199997,1587564.2303999995,5532261.444821663,3072446.20074996,1125899.416129968,916594.6622448241,1126056.819760992,3269566.513889603,3691241.895007252,1119882.707943424,515053.54051289684,1166053.1864933402,1751975.2975510517,6564448.396799998,346727.97792000003,4535254.8,1930986.0864,5862041.283006719,3354464.09462832,1334242.064401632,1011129.9267260161,1179631.3769049598,3464466.3982569706,4118308.677270512,1231539.081757988,545756.0434479255,1258581.4994543942,1843244.5174880486
2024-10-31,6162896.299392,367429.55443200003,4245411.921336,1558835.22816,5440329.230069261,3158664.234270157,1118583.0896953393,951957.1698200137,1107472.4650007423,3215234.5749709327,3762119.713785889,1135471.3790862276,506494.651319448,1176967.1859649778,1722986.1396964567,6489974.552544,388137.2290559999,4616909.409600001,1902821.87232,5793981.3709023455,3430103.9866781756,1326252.1108982975,1043502.0120396288,1166248.4270921568,3424242.9902032856,4179169.800908302,1246727.319892455,539419.6656310082,1269907.612116713,1822147.9816057375
2024-11-30,6153422.748479999,357528.53088,4641373.93032,1532781.792,5426087.586790751,3434119.29990756,1130086.609290288,1005741.5089512242,1105770.0679018558,3206817.763793334,4017879.977645901,1170776.661239975,505168.75433021894,1219686.3847617828,1719638.5890496543,6483157.28928,381383.4067200001,4967446.9989599995,1843724.3327999997,5773706.158181472,3674831.0115783596,1317379.522691952,1089698.3712570958,1165023.3648836159,3412260.33948525,4390351.5145666925,1273962.64022688,537532.043326695,1306532.7055701837,1818546.8658651868
2024-12-31,6874153.026047997,471920.4201599999,6125359.393872,1713236.4172800002,6061857.315750834,4532143.913909928,1326972.230667504,1306077.765746616,1235285.2987808252,3582557.6736087427,5164337.532563167,1434480.1362308608,564358.9160964027,1490382.2348685348,1921081.5596681023,7210460.938463999,488373.2956800001,6332860.579464001,1944089.0524800003,6394963.052987911,4685875.823068596,1463725.4025940564,1362439.695721644,1295719.8306419805,3779423.164315856,5416622.661209788,1512017.7355083826,595371.0602331747,1558111.17895684,2019412.0664350756
2025-01-31,6682976.574623999,429531.25824000005,6084054.749592,1733801.70816,5910222.218011975,4484586.481033788,1333509.8493826801,1278862.116995556,1200930.8904599326,3492941.3308450785,5127344.590561729,1407505.6344882366,550241.688496915,1461080.4293555943,1869669.9679815406,7043719.423103999,457607.8540800001,6312708.297864001,2002323.6287999998,6272722.976759769,4658301.417184597,1492110.1935654478,1347170.5666959481,1265756.3803317887,3707179.2792650233,5415845.1038044775,1497711.9161150279,583990.5091363344,1537805.607192191,1975762.2367051356
2025-02-28,6466516.132607999,390285.18144,6852705.971328,1933968.7180799998,5782487.803568178,5010625.394897473,1488207.1100843519,1389965.9659320961,1162032.9490296573,3417450.291908793,5727330.803827299,1491515.840402292,538349.6145121973,1535347.2010361364,1816685.2164163748,6769201.767551999,424845.3888000001,7017084.9504,2089064.3558399999,6069201.021642122,5141740.993502401,1582648.9012535037,1444024.9665636483,1216425.557629094,3586897.803790495,5923847.805098615,1558679.6537996538,565042.6151148817,1595462.2201669393,1903628.715821439
2025-03-31,6957912.727584,430421.93337600003,7346067.279192001,2310871.8268800005,6279044.2943258,5376584.440867645,1722058.3199318259,1512694.0744317286,1250336.9171468448,3710915.177946548,6250830.5573738525,1636150.9714057157,584579.023801732,1662420.6494007783,1961530.748986927,7188246.422783999,459859.04928,7426971.5184,2284044.4368000003,6461228.2845854005,5446504.27561248,1714249.4969566083,1538747.868993984,1291727.882174285,3818585.916189972,6306733.622024219,1664277.5069593822,601540.3532949009,1696494.2928472934,2023412.026145957
2025-04-30,7254134.314559998,449361.0431999999,7709629.66272,2656230.2784,6607737.9486901425,5641651.36893888,1929869.2067673597,1602185.2098681596,1303567.9363264316,3905173.1276758737,6662306.40129796,1744406.0056026252,615180.4030230523,1751516.7627007286,2052337.0058276518,7374502.336319999,464963.3279999999,7711612.717680002,2510032.1471999995,6670097.454127967,5649815.987728921,1852977.9294799198,1600649.4785389202,1325198.069836704,3942027.595389628,6604973.553164891,1737222.5978217851,620986.0729793138,1758084.9366279233,2080769.5517561405
2025-05-31,7164019.410911999,449940.39839999995,7260178.725072001,2625491.6899200003,6526214.1999518685,5324365.431969768,1884352.8636220323,1531387.3748747762,1287374.2881408862,3856992.592171553,6340586.658796109,1687005.6042280598,607590.5420155189,1689262.7779255286,2026908.4641607762,7279500.207168,465681.6230399999,7301796.983208,2508546.3177600005,6591835.979820402,5360592.552224292,1825579.5863547605,1538018.366346972,1308126.1872280897,3895775.064073858,6323553.028488358,1687771.3085798465,613699.9297212794,1701598.0460599877,2054875.5141301807
2025-06-30,7531389.694079999,433282.8672,7459512.85368,2560044.0096000005,6811157.346561791,5457973.95405612,1861882.3519624802,1548730.37807316,1353390.7280261759,4025393.991818018,6441066.047378203,1714499.4167660752,634118.7489649027,1736650.7828042354,2124936.3789292322,7644022.92864,446105.4912,7494219.202320001,2499443.8272000006,6888446.190251134,5488052.59687428,1832467.6949738404,1556636.70575772,1373630.9202766079,4071071.6984384214,6443215.287672994,1720861.445652537,641314.3403123808,1750049.4557224358,2153793.4172536395
2025-07-31,7001544.934944,390546.18201600004,6246134.416007999,2284290.04608,6308212.768611464,4582195.734813589,1634846.0824124494,1321061.5415269367,1258177.6248094365,3728153.746249376,5467821.8017501235,1502625.8946653316,587294.6087577273,1525300.3621927963,1972617.696215233,7125390.695807999,410364.68140800006,6407798.622408001,2359786.9103999995,6428514.878727377,4705002.81612162,1686245.3622944208,1361484.198768434,1280432.7080366975,3799252.2933278796,5620738.742931516,1543852.93327786,598494.7352095189,1562961.5760355,2008546.8814799443
2025-08-31,6540655.371264,363602.89756799996,5595819.7464000005,2033686.88928,5868054.530885435,4111068.5069273277,1458399.866605085,1189855.0239071904,1175355.770216141,3468020.2277532904,4898613.691970449,1364132.3569884712,546315.8768254338,1391300.2296039243,1839804.8856413024,6750817.795007999,395492.65113600006,5900249.308535999,2249922.42432,6094101.232570579,4339972.200748139,1594309.2599217456,1268207.975378369,1213121.9577629375,3601613.828449213,5217348.097112615,1448479.2366461302,567360.8247523209,1462729.3122564852,1903379.2429108885
2025-09-30,6466349.050559999,358896.096,5122607.12568,1863280.4544,5764784.779472542,3774703.39190892,1336949.44595064,1103035.1282859598,1162002.9243856317,3406987.8046682733,4496026.019652941,1284618.1031928512,536701.4629688937,1319493.908606203,1814551.1519048035,6769925.205119998,398878.8364800001,5565518.36568,2161581.2928,6087814.6269386895,4104952.700967,1525769.559718128,1212538.196168424,1216555.5593600636,3597898.444520764,4949774.0579870045,1402829.117274016,566775.5417679917,1421000.4508583203,1905968.196173184
2025-10-31,6487044.302592,345653.519616,5151577.583736001,1862315.0899200004,5781512.9235403,3789430.36366302,1337788.7933359537,1100452.826395073,1165721.8611757823,3416874.1378123173,4509888.567695411,1284201.1420401216,538258.853181602,1321658.964804351,1820153.81911345,6829390.078559998,385176.4989119999,5639131.422936001,2191973.36544,6144122.306723182,4151020.362582637,1546146.1744823952,1218721.0467543337,1227241.3971172317,3631176.2832734017,5008057.451583781,1413405.889461564,572017.7867559283,1433140.8565975637,1923046.6078482005
2025-11-30,7023427.54848,419644.69632000005,6488193.4286400005,2177362.4256,6299582.809760351,4765824.63318888,1594957.5094201923,1366171.671260016,1262109.9304618558,3723053.4405683684,5598349.513958617,1525745.1076913204,586491.1595886889,1557087.4677387415,1975412.6155102914,7364992.703040001,453721.824,6896474.19432,2465052.1344,6651122.972620896,5069047.428991079,1775654.2563530402,1466524.8055206002,1323489.1887362879,3930813.6768189496,6021124.37552536,1638885.0764854262,619219.5487510054,1655814.9333727513,2076852.966139676
2025-12-31,7215599.422079998,435604.12848,6677251.139736,2312021.39616,6490607.28310915,4906312.319919565,1679403.6131354643,1412834.570620452,1296643.2161477758,3835948.904317507,5794838.163456496,1580282.7963427198,604275.5380574618,1605753.5103569967,2031681.4190924717,7483804.755839997,454451.09184000007,6949078.118927999,2547704.793600001,6769076.160522814,5106528.2393352715,1822999.5823940642,1480661.19466524,1344839.7146244475,4000524.010868983,6094403.478024343,1662437.7497090802,630200.990544674,1676205.258199305,2111623.9061867385
2026-01-31,6859389.283488,357112.14336000005,6045280.771464,2285192.1311999997,6191883.51813501,4425798.979185877,1620928.987974216,1272712.8628118522,1232632.2542427937,3659403.159217791,5316399.622396991,1461635.74330944,576464.3555383696,1482181.6440814435,1933963.7117539754,7137230.937983999,385127.3234879999,6368892.244272,2542780.82304,6483696.6805785205,4666575.065310216,1779892.4966660927,1354813.9487285905,1282560.3995557248,3831864.7382219057,5665117.806795998,1555993.349668636,603632.1609618602,1562707.1122751068,2017175.4755690838
2026-02-28,6514399.672703998,310607.402112,5207389.744032,2101261.72032,5863319.8291495275,3813669.1629741606,1466915.7898487232,1107008.3779253855,1170637.6211849086,3465222.019027371,4640074.751568967,1311496.4046157836,545875.0760938211,1334507.9047842687,1834657.3041912548,6827735.182463999,348769.120896,5543501.791968,2352284.44416,6182602.760475993,4067675.4299338083,1623611.5265192257,1195912.270147997,1226944.0122887807,3653918.2314413115,4998706.717142273,1411802.229585844,575600.3170003148,1421419.6407538431,1927332.9649616037
2026-03-31,6923908.591487999,321476.674176,6430952.171736001,2345897.53152,6259868.190743731,4682827.847586781,1676809.2847875701,1317346.754058641,1244226.3738903934,3699582.1007295437,5592996.602897982,1502635.9842381405,582793.7285582414,1528384.5453471371,1953313.095388725,7188927.191711998,354505.3637760001,6677166.950928001,2433617.0064,6498955.230575067,4871096.526027529,1740725.5089967777,1378533.535580549,1291850.216350646,3840882.541269864,5814917.426664785,1567026.9830396962,605052.7319665387,1591412.6318595163,2028016.6321432984
2026-04-30,7519909.078080001,409421.0188800001,7409013.68232,2578812.9408,6806408.468906593,5411952.178243561,1867611.225066768,1529721.6209961842,1351327.6613309763,4022587.4051237963,6404765.310711415,1702685.5513487486,633676.6284552038,1725299.8875110685,2122367.0554683036,7691314.35744,427357.27008000005,7506647.135999999,2510716.4352,6930021.675812257,5488705.578163679,1838510.589104928,1549461.0070823038,1382129.190031968,4095642.810405043,6448877.713674123,1719872.6416411991,645185.018018121,1751845.0324846532,2166994.511208141
2026-05-31,7198320.153024,373871.883168,6990099.522407999,2573612.68896,6541445.446670938,5100578.77393458,1836194.430578213,1446369.3045909144,1293538.131498413,3865994.2589825233,6100178.495534142,1626638.8597983385,609008.5710850642,1640549.143180295,2034708.8659861824,7332350.074559999,390858.001344,7085389.079736002,2504296.7683199993,6634111.573059262,5175264.328416108,1806255.7096914866,1465165.5488297353,1317623.3083984316,3920759.939678024,6141739.075002646,1641002.2952596005,617635.7874518173,1663424.593075829,2069130.4348075027
2026-06-30,8421734.82528,517645.2096,6736216.4913599985,2500217.7984,7526284.506149472,4983536.14950744,1786477.3175736,1477952.04538152,1513385.748102816,4448034.143134339,5953825.381390559,1707151.292319762,700697.0875225159,1740981.8147332727,2365432.159212679,8586024.57216,520654.00320000004,6795107.91072,2458760.8320000004,7650683.613465983,5026447.24931088,1768408.1176003201,1485725.8083364805,1542908.6156171518,4521554.015558396,5976974.99537741,1718164.994801308,712278.6444136831,1760315.8989882572,2408910.583436292
2026-07-31,7483349.722463999,420230.64816,5956011.467208,2355188.63328,6720862.812818313,4390092.087559812,1654832.6774947438,1297006.494125292,1344757.9451267808,3972029.9223756227,5312995.136460268,1517829.887367114,625712.3278733848,1541186.6031910323,2105811.8837237903,7589673.229824001,434526.7420800001,6146759.200536,2434129.1164800003,6827654.166577978,4531052.717870364,1709729.8441547765,1339226.3685701159,1363864.279399373,4035143.6124475854,5485070.432157472,1559773.783053185,635654.6029084098,1579775.2415512598,2137075.0006984924
2026-08-31,7665393.633407998,472282.5398400001,5792358.729599999,2255056.3814399997,6845237.750819057,4297035.92348304,1593102.2914543676,1292375.5978464,1377471.2359234174,4045535.510734063,5177974.370007144,1514915.5248518928,637291.6346012541,1543638.0304137603,2152387.568519171,7884430.801631998,488915.93952,6069796.166664001,2454325.59168,7074344.723790555,4500256.051530036,1717634.6017491603,1357397.880730956,1416832.2150532703,4180937.7317602183,5464200.639207104,1589323.8509663236,658621.4937849008,1608366.4145376266,2217875.45102596
2026-09-30,7040374.40736,423559.49760000006,4989474.17136,1997951.4431999999,6268893.910229662,3708676.5442754403,1402412.56847568,1125851.1332896801,1265155.281002592,3704916.3009457313,4492059.388459487,1342449.3622150559,583634.0230423816,1372651.307137239,1974722.872476526,7318956.476159999,448355.8656,5386942.467360001,2324679.7824,6578495.3407299835,4000237.120927441,1602767.7630216,1222346.6839231204,1315216.478765952,3887890.74637142,4920938.1486562295,1452917.6921052765,612457.9162219615,1464689.3816652533,2060178.9484296707
2026-10-31,7165360.137600001,400471.662816,5884707.343464,2221514.77824,6426925.199210881,4331150.203988052,1578411.3897273457,1266488.6427954647,1287615.21672672,3798312.792733631,5196104.365308759,1467812.5755336399,598346.736046533,1495197.311820985,2015337.1122795278,7469381.304,431788.212,6290543.198663998,2528519.68224,6752482.872186239,4631448.959758116,1769096.8184520241,1366341.925034412,1342247.8203287998,3990717.3774620676,5624662.376556827,1580220.1940207493,628656.1554005389,1590835.6301821843,2107132.4205164392
2026-11-30,7383378.562559998,413508.6288000001,6446214.401040001,2466779.7024,6666626.839489341,4733506.464919561,1745692.33202712,1376384.5131375603,1326793.1276920317,3939976.462138201,5696169.08082793,1577698.407403185,620662.9587564577,1595020.420190453,2081906.81339363,7636524.557760002,437367.57408,6735744.04104,2654750.5056,6920891.985549024,4948402.00835844,1865299.7959123678,1446285.940485624,1372283.463029472,4090247.163459473,5988686.832731776,1656296.1641339173,644335.0438546141,1665086.6569902075,2156341.898107517
2026-12-31,7333544.935583998,394957.0782720001,6642207.744264001,2504928.33504,6635248.18394276,4863933.664753429,1777948.7209556114,1399335.8971171896,1317838.0249244445,3921431.676710171,5839804.2360539045,1594754.5862507285,617741.6059250709,1611864.627945372,2069474.2178898775,7552934.956224,414840.42172800004,6857085.183192,2652557.9932799996,6851812.031938138,5024364.004744235,1871119.1880497807,1452916.4035028904,1357262.4116334529,4049420.9108754382,6061442.479394342,1656674.045688915,637903.7001734405,1667380.6073086753,2133532.335981671
2027-01-31,7559262.113759997,394143.19286400004,6971249.184264,2695197.04992,6867595.473976943,5096048.622789061,1900355.492223519,1462487.2779219192,1358399.4018426717,4058748.9251203733,6150058.630813613,1667887.2265993503,639373.1386272531,1678941.6847133895,2136513.8006263827,7809698.647295999,422370.1272960001,7201276.872264,2805845.2358399993,7100424.462024229,5270799.560437333,1975204.443556354,1520239.7805269689,1403402.8469190912,4196350.857056319,6369091.662103828,1731119.2978697924,661049.5174144558,1738888.5332418608,2207927.014885962
2027-02-28,8087400.695808,433463.7888,7355679.369696001,2982524.7513599996,7372017.231205938,5384694.027135025,2079519.952408416,1561911.4938178079,1453305.9050366974,4356862.18364271,6558522.163841704,1790600.5536554775,686334.8042252728,1791562.2820926378,2288710.1967145456,8380874.525183998,467207.7580800001,7620681.452831999,3081920.72832,7637336.32418588,5586546.009553488,2150887.42434384,1627160.39624376,1506043.1521755643,4513665.767593855,6798841.085096084,1860404.7908889686,711036.0117817053,1859929.506977693,2371501.4199146978
2027-03-31,8438899.188384,417713.996736,7983081.684,3271471.683840001,7732014.157990282,5821126.227331056,2273129.252016538,1669787.1626575969,1516470.1841526048,4569620.367372256,7111159.307817466,1910920.722680196,719850.5181088952,1906077.0372936437,2392890.5613261308,8654055.542496,455284.50278400007,8198658.004536001,3232061.4383999994,7898627.40673487,5989717.712161549,2267717.508790718,1719925.2160781831,1555133.780986531,4668088.797380308,7257230.370183726,1953859.0295661786,735362.2115670163,1956064.1618045443,2450270.2936453884
2027-04-30,8797710.07584,391957.72991999995,8728427.69136,3581374.9535999997,8103214.167150816,6336547.83986616,2485133.5427651517,1791945.4843280162,1580948.5006284483,4788999.572786131,7749826.582830537,2043713.9659337965,754409.2389617409,2034001.2511657355,2499679.822534895,8920278.23904,423981.70848,8806698.73008,3409375.0176,8160965.820062497,6405728.7234276,2400156.1558126076,1808981.9010951838,1602973.999555488,4823130.799656934,7740209.290470715,2047107.6728772647,759785.9178478183,2052201.3561081958,2527948.6713734986
2027-05-31,9447990.727392,536210.3232,9548083.225079998,3771762.78816,8683690.65024646,6978167.97362622,2645310.660382296,2006690.2665349317,1697803.9337123423,5132061.174295659,8457678.877688983,2243444.6187212192,808451.5995379455,2227110.6417123084,2682246.9007025883,9574578.875232,557095.6828800001,9551048.213879999,3578031.16992,8739337.965527836,6989316.541634701,2543450.0251302,2004817.5522623882,1720551.8238791903,5164948.73762695,8382025.144418374,2232202.1194971404,813632.3645906416,2233153.961525091,2710967.4913646695
2027-06-30,9137480.97024,538459.7472,9196632.665280001,3626031.7439999995,8392889.535883775,6730843.27843152,2545158.81834432,1943913.63001104,1642005.330352128,4960197.715707311,8152541.371769122,2169602.5920631234,781378.0157907794,2152808.0169238825,2593451.145319744,9165985.73856,541245.3696000001,9185639.461919999,3509267.8464000006,8387244.766875744,6724284.147568081,2482542.6575688003,1935669.17378808,1647127.6372192316,4956861.657223564,8094052.561123897,2155407.5888000187,780852.4877961315,2148758.244981493,2597757.3278674535
2027-07-31,9115903.73232,519445.94976000005,8273168.474400001,3282356.1657599993,8289794.977320527,6070173.346384562,2301845.0930565116,1768553.9097919203,1638127.900697904,4899268.831596431,7357793.668373964,2016431.966958232,771779.9123885412,2020241.9065047512,2577425.503911564,9223887.633408,530267.22144,8391979.070928,3334968.2448,8391405.07946402,6158804.054104872,2337943.990003344,1796095.6108383602,1657532.607723418,4959320.401963235,7467317.465535104,2046001.7171751377,781239.8128981002,2048359.8042604765,2608362.4988731174
2027-08-31,9051292.930175997,484812.0950400001,7762123.667736001,3149029.9670400005,8203689.02026074,5694106.4144553235,2196428.818908888,1662738.5413051564,1626517.3395526267,4848380.210974097,6933213.092967307,1927997.6868780972,763763.4477862748,1939903.9873324095,2555905.52335229,9196014.5424,495633.9024,7974945.923471999,3321818.3721600007,8365284.188795519,5849156.591623368,2302464.141966096,1712967.427302264,1652523.8132692801,4943882.955578152,7160857.610278821,1985766.1116506995,778807.9579768628,1988160.664186571,2600389.6794015467
2027-09-30,9001690.72992,505654.6176,7383201.2503200015,3020469.5231999997,8131072.9059766065,5435432.96008068,2104356.19520808,1606700.8461020398,1617603.824166624,4805464.087432175,6624727.188608469,1874415.276460284,757002.8875464222,1889109.1217833834,2538610.2044633273,9260602.525439998,521631.4464,7733838.411359999,3356752.4928,8426921.005069055,5690084.069640241,2306388.16666512,1692026.9069162398,1664130.273821568,4980310.313995811,7022040.361898624,1976968.33736772,784546.3455719289,1972449.6899576392,2618996.2945751282
2027-10-31,9819010.918079998,581237.97696,8239703.814935999,3129788.3414399996,8828359.454581633,6073317.408264443,2221118.97898572,1785425.9229351718,1764476.261978976,5217560.437657744,7292752.274380951,2052943.231178916,821920.2652215498,2081229.7421814841,2764233.522914727,10097592.587712001,596406.8275199999,8546302.941336,3445506.6163200005,9135224.556820592,6296505.387783806,2409334.1688979445,1862154.5159462765,1814537.3880118462,5398917.713080969,7650343.282404774,2148821.985302406,850489.4062399968,2159792.7292648638,2849364.17973708
