,Papallacta_BAU,Mica_BAU,Orientales_BAU,Occidentales_BAU,Bellavista_BAU,Puengasi_BAU,El Placer_BAU,El Troje_BAU,Paluguillo_BAU,Norte_BAU,Centro_BAU,Sur_BAU,Parroquias Norte_BAU,Parroquias Sur_BAU,Parroquiales Orientales_BAU,Papallacta_BASE,Mica_BASE,Orientales_BASE,Occidentales_BASE,Bellavista_BASE,Puengasi_BASE,El Placer_BASE,El Troje_BASE,Paluguillo_BASE,Norte_BASE,Centro_BASE,Sur_BASE,Parroquias Norte_BASE,Parroquias Sur_BASE,Parroquiales Orientales_BASE
2037-12-31,5939755.018847999,360587.0191680001,4961438.577072,1809945.4060799999,5319776.573364355,3661570.8275106964,1298215.0521474048,1075520.7256567823,1067373.9768869856,3143987.9548583333,4362397.12862795,1231391.8667415152,495271.19898022135,1254163.6121590398,1669688.7279141059,6305851.39968,388820.8370879999,5288063.611463999,2074401.78336,5685656.405762592,3904570.7743769637,1461030.6374548846,1158671.1630174264,1133161.496522496,3360222.9358056914,4716339.780609209,1331978.1930016093,529334.6113764972,1342799.7263891273,1777117.572816082
2038-01-31,5772730.021632,333298.48896000005,4817136.429072001,1732112.1734399998,5163491.2198359165,3547791.7821035283,1246403.91261096,1033674.8936730481,1037359.5848872702,3051623.3109230264,4217199.666680804,1186747.2007534902,480721.0325667237,1213178.229843883,1621941.414673451,6095641.916448,362115.66240000003,5054661.139464,1982407.58208,5490445.091442594,3728095.2346817157,1395930.4789700883,1102482.3010865396,1095386.8523857053,3244853.0490425727,4503959.850239004,1273631.471778549,511160.43801330554,1287067.1507715627,1717201.3258357148
2038-02-28,5720461.318655999,305422.838784,4418403.292800001,1747891.59552,5124557.296652773,3254002.726976064,1227748.8962479103,958896.3866896512,1027966.8989624833,3028613.3623217894,3939048.9835767844,1133311.9187434409,477096.2843183732,1156045.7273398396,1608185.2982938595,6022298.370815998,337425.66144,4652967.164832,1955459.68128,5423614.165030118,3433595.3261880483,1354518.271465632,1025988.9526908,1082207.0172356348,3205355.9715327984,4206046.671583266,1214109.349482927,504938.4787643037,1226432.28567624,1696448.2828699474
2038-03-31,6291431.885087998,328738.084416,5783120.017344,2114202.539520001,5683724.333654368,4228282.251847872,1511938.167051514,1205805.1219132605,1130570.309750313,3359081.0811897316,5048331.393207686,1369170.323390135,529154.7354632218,1388916.5996625728,1774369.993255884,6488491.147487999,354260.4508800001,5860812.426408,2152958.9875200004,5854924.20022413,4294235.884713732,1538595.1700686803,1233813.134968956,1165981.8592035933,3460260.202332461,5129659.579845974,1402485.8555654956,545093.4430408665,1422185.650299562,1829135.059994781
2038-04-30,7467710.423039999,381798.87840000005,6627939.6959999995,2518836.912,6748706.748482495,4848149.2090104,1783880.4992270402,1391182.68945312,1341947.5630202878,3988485.688353154,5830688.062930218,1598000.6916901916,628304.5982837202,1619118.9098377645,2106391.6793813817,7590849.39648,396671.10048000014,6625018.03896,2431356.3936,6827929.483983551,4852532.16658332,1737826.0643026081,1392544.117853064,1364075.636547456,4035306.325034278,5795895.04467188,1598013.5999442844,635680.2349588687,1628062.5466746907,2137313.1116788075
2038-05-31,7325003.169791999,357327.433152,6376111.931736,2556395.1302399994,6641034.288777101,4659624.522042877,1786477.5593026993,1342240.2913202855,1316303.0696116225,3924851.264667266,5664442.9365870245,1559454.4692675236,618280.2922851479,1573706.2178137295,2068670.669677211,7340430.619872,376478.71632000007,6373454.1085439995,2436445.66464,6623875.8128960915,4666048.851211056,1723367.6060700957,1343661.5318633278,1319075.3823909983,3914710.60542159,5617138.516573873,1550648.9677433418,616682.8381806262,1573047.6846931616,2069324.3832226784
2038-06-30,7082632.14624,314047.80864,5610214.8719999995,2367422.6400000006,6395354.622742175,4099756.5321134403,1634595.4479104644,1188936.256002912,1272748.9966793277,3779654.582040625,5036599.959758892,1423235.1812451317,595407.5153772965,1443614.4212514483,1997137.8647173478,7119562.806720001,336970.99007999996,5684077.09368,2315703.1680000005,6412781.782477727,4161877.390884601,1612847.5003162082,1208773.988105544,1279385.436367584,3789954.0334443375,5073819.585032075,1434272.7359964338,597029.9839486765,1458032.0042346993,2005658.582454984
2038-07-31,6551632.606176,256870.74672000002,4912510.295736,2130433.3756799996,5901096.267660182,3582041.992640604,1461086.85198996,1035493.7419300679,1177328.3793298271,3487547.894187168,4428239.815322677,1267115.4747456308,549392.062519163,1292064.102359462,1845650.3324195887,6639675.283584,283065.846912,5106656.978928,2192997.04992,5988829.531915642,3730562.200248983,1507984.377304003,1083366.7659012815,1193149.6484600448,3539398.253362144,4600345.138826457,1310329.117492182,557560.0294213463,1331378.4281856644,1871455.3447533955
2038-08-31,6232419.099647999,219005.93808,4305838.634136,1920688.40736,5587251.489030355,3137014.0691747637,1308739.262484744,908050.8461679721,1119965.7122067455,3302065.630016939,3902603.7195191616,1142895.4362149015,520173.113628726,1174643.9960414926,1752594.8845970042,6445324.285344001,251384.124672,4632963.678936001,2130005.3673599996,5813827.715342506,3382163.8572135963,1442468.993135083,989669.0662068457,1158224.7740763167,3435972.1797674205,4234020.378764665,1229090.1126707718,541267.3602983872,1248764.4368683854,1816711.128324181
2038-09-30,5942403.1296,190846.18656,3811177.0080000004,1736199.3599999999,5303621.86691904,2775328.37802576,1177474.917697056,804639.491653248,1067849.8423891198,3134440.5233491524,3469146.04125259,1039095.8515165297,493767.1958101626,1076363.5912772685,1668230.3318261818,6226765.15104,229331.32128000006,4249346.94864,2019392.9856,5607143.904259296,3101578.7469890397,1357903.3522970881,911589.4634559841,1118949.697641888,3313822.0474172435,3912268.220165711,1153196.6053851836,522025.0974865404,1174626.2589580659,1753972.831415053
2038-10-31,6908462.392608001,296265.16281600005,5368648.752792001,2031456.8534400002,6169065.343779137,3921381.2919282843,1439749.1368223857,1119424.8919935527,1241450.6919516576,3645917.618173471,4713471.195707944,1336586.345088358,574339.983505838,1379906.3457846462,1939819.506744766,7270587.590112,332542.671264,5818525.539191999,2337207.1948799994,6541950.753060507,4254945.541432092,1632829.8623659345,1228560.741104839,1306524.5899431263,3866292.8950587604,5173761.846033999,1458523.287778692,609055.6151099333,1486666.6925943687,2047387.8885866306
2038-11-30,7145173.60704,325132.52256,6057593.307360001,2079927.0720000002,6375189.717804096,4420634.6201796,1511430.6470722563,1243686.2428882082,1283987.697185088,3767737.1232222207,5219752.428532686,1440500.4787419455,593530.1627275613,1490263.7647021483,2005660.902801657,7479900.469439998,354626.73504000006,6433174.165680001,2360929.1616,6719461.291551455,4698768.237692761,1686266.3305700643,1336150.805117832,1344138.1143583679,3971201.623306908,5615186.394398851,1547260.8657446932,625581.8462434403,1583187.8248237544,2105042.953287494
2038-12-31,7880070.768191999,389475.4648320001,6942430.879199999,2345201.6832,7043652.64111582,5073665.030159472,1712412.587235283,1431564.6950017055,1416048.7170441025,4162798.7108994494,5972095.117515728,1634399.0153149692,655764.0608878828,1684035.001512919,2213464.837380426,8167135.7073599985,403942.896,7171018.378128,2523034.0512,7323208.528187663,5241433.729563433,1822297.6893002405,1486476.9350768882,1467634.286612592,4328016.240158909,6214338.101848822,1703721.6396316784,681790.7139742714,1747105.0781879225,2296829.730302969
2039-01-31,7369705.558655998,322442.5855680001,6086392.992792,2209516.88544,6591486.533573892,4439815.510251277,1582019.9100699406,1255595.4459149544,1324336.0888904831,3895568.5413421704,5296218.911272275,1472445.1362286627,613667.3962757294,1518199.4974434443,2070585.1264168185,7637078.258207998,341832.1392,6329955.975192001,2440348.89696,6868067.164799298,4620298.128816349,1721223.9063448564,1319035.5502044843,1372382.9629999776,4059027.694396386,5574463.041567377,1551045.266292209,639417.0530428147,1585109.15595036,2150157.711041715
2039-02-28,7442931.452543999,319275.00864,6079172.710464001,2231628.7795200003,6657019.249651543,4433341.236188256,1593167.1988296963,1254340.70775216,1337494.7820221568,3934298.376544062,5299804.091026947,1477596.5719958907,619768.4921425588,1523835.8561360736,2091163.2684744983,7749613.944576,342870.60326400003,6372517.590432001,2470166.01216,6967744.727179622,4650818.084155152,1739867.9236271426,1328163.2183629153,1392605.6258403072,4117937.133763157,5617399.866192827,1566232.4985507624,648697.0341004228,1601252.804193116,2181659.734690684
2039-03-31,7756365.060864,346458.37881599995,6295111.089336001,2207017.6703999997,6907887.604496792,4597685.691832621,1595222.2865468017,1300089.4817510091,1393818.8014372606,4082561.574257604,5448356.72892585,1524435.4619231794,643124.3359786514,1580480.2557124584,2175721.565531255,8022993.8080319995,365917.22265600006,6487058.016000001,2353730.51232,7162954.655516956,4741731.604325376,1686398.3267616576,1349863.967324909,1441731.9873033504,4233306.201410521,5653680.808947464,1586242.4387299782,666871.0784286286,1637077.4448003587,2252606.2806036314
2039-04-30,8000974.195199999,360534.34368,6398887.721039999,2462250.1824,7171867.912970878,4677105.81290004,1738086.2009218081,1340954.8106174641,1437775.06287744,4238573.936565788,5639387.785119675,1588106.5549082314,667700.9026975887,1628913.0047472767,2249821.1234502457,8110471.602239999,369515.93472,6500335.4776800005,2451552.9984,7258986.586778976,4752672.17268204,1739359.1924817122,1360514.6652897361,1457451.7469225281,4290061.072786375,5707968.720355013,1606818.4607208082,675811.6512291225,1651570.8468107479,2279299.367652641
2039-05-31,8123450.628384001,404038.43452800007,6030527.963472,2305145.1398400003,7233245.737462282,4435718.667560856,1632448.8426192773,1296492.9223747824,1459784.0779206047,4274848.230840208,5334944.309820372,1549253.9807335476,673415.1781577383,1597384.3579427076,2278505.1066997168,8198976.606911999,408506.13964800007,6133754.108808,2288394.42624,7291006.934927789,4510584.68941026,1630441.393048469,1313536.4810116345,1473356.0962620862,4308985.098542323,5400142.352376365,1563903.668623878,678792.745641777,1616113.2266692058,2298560.8433007835
2039-06-30,7998946.240320001,401071.824,5934135.75768,2326126.6367999995,7136378.491683168,4366331.548504921,1637207.6611960798,1281578.3038112398,1437410.639385504,4217599.688584751,5276953.644669601,1533696.0957232497,664396.8375757029,1575921.6152615123,2245247.320952023,8072889.209279999,408549.2256,6078961.871999998,2351193.0912,7203233.345851871,4471892.651865599,1660233.9963628799,1309462.79553792,1450698.1909076157,4257110.907398456,5390615.569119727,1559354.5623303223,670621.024498809,1602185.0884872975,2266107.876926718
2039-07-31,8045215.635744001,429943.19616000005,5206881.796272,2079707.42592,7113079.595087625,3865042.3646015287,1460220.6528298082,1168196.3884293842,1445725.2497431966,4203830.040696787,4680344.30723846,1434937.9741224963,662227.7103026579,1487773.7604425275,2250556.3890313837,8227914.254784001,443326.89312,5467547.762136002,2239096.3315199995,7302482.335880121,4055004.702116606,1562352.0746232243,1226195.7798657964,1478556.191584685,4315767.060505151,4935898.119591795,1499080.2482505543,679861.1054704392,1544791.2676614677,2304978.201098985
2039-08-31,7447339.464767999,361130.84150400007,4515810.402671999,1841543.8300799995,6563697.268938162,3346970.2692797524,1286052.9510734782,1009573.5543994511,1338286.9018188096,3879145.0859424546,4071110.743951788,1271642.5967358705,611080.215738143,1328776.031790363,2080836.9877740846,7729019.373599998,390423.698784,4921248.575736,2139120.7660800004,6868594.494785517,3646110.7921803487,1471624.1866091664,1107654.0338257991,1388904.7814359197,4059339.346418242,4494335.510578928,1380809.7193313106,639466.1474645318,1421587.1605380082,2166274.661551282
2039-09-30,7364139.027840001,365295.01824,4546632.915360001,1761861.9743999997,6475680.289564416,3370551.545108881,1245904.364333664,1011020.1907396321,1323335.7833028478,3827127.05113257,4058433.3686227184,1261155.7545684269,602885.8349584471,1322498.24262311,2055843.7670645865,7788994.2144,405090.90144000005,5055859.88568,2153659.8816000004,6921380.83696416,3747571.91500716,1488683.800834704,1137027.722294952,1399682.26032768,4090536.0746458177,4599319.483468965,1405664.9741922142,644380.5559213633,1446557.8615082563,2183023.4338754457
2039-10-31,7259640.3532799985,377251.30079999997,4720792.432535999,1788516.5990400002,6396625.50051571,3498778.292483484,1271860.4510270641,1045871.4627089641,1304557.3714844156,3780405.6708047837,4194807.235592992,1281800.5906766518,595525.8340980125,1338426.8592006925,2028197.169882725,7658724.685247999,411349.79692800005,5163292.9656,2118215.58624,6805764.942615473,3826186.6171646877,1477093.4674728767,1154374.6042190301,1376272.8259390653,4022207.0810857443,4659812.183185885,1407438.6833558748,633616.7161575005,1448088.876852495,2146529.75664197
2039-11-30,7389684.146879999,348252.69600000005,5297432.931360001,1987858.9727999996,6552784.986767712,3893603.9097218406,1414049.9741020799,1132833.13395192,1327926.2411943357,3872695.9271797165,4667054.736178291,1367809.7817423386,610064.2822680739,1421068.443526519,2069472.063495217,7755764.929919999,381927.2083200001,5643970.42968,2242589.3279999997,6916235.114049406,4153030.553375641,1573212.551083632,1221232.6739241362,1393710.9579066238,4087494.9524032,5032602.6455715895,1471123.5539215326,643901.4891179998,1512801.728267738,2176609.2928583412
2039-12-31,7155846.434016,342334.95523200004,5125175.925336,1947115.3766399997,6350936.6623447575,3769338.9943429553,1380977.043385147,1100481.0503752294,1285905.6041926753,3753403.5674457517,4528238.662511213,1328739.556368408,591272.203264297,1377779.6808345655,2004640.8447468143,7447310.029151999,368988.731424,5374234.9845360005,2119365.6912000002,6632711.867164923,3956853.6316469884,1489716.8407212626,1164559.7680944551,1338281.6122386144,3919932.7134944703,4787160.03913964,1403973.6137104628,617505.4748330545,1446090.1429384414,2089037.683618171
2040-01-31,6482873.632031999,272984.83142400003,4378318.327728,1840216.1472,5772601.803482236,3211620.8229621355,1272876.1788203428,942030.1369816272,1164972.3916761503,3411607.6658580014,3939114.4715328696,1172547.9227124245,537429.2279041961,1212231.115305799,1818366.0274257532,6793762.296383998,308316.81110399996,4697627.131728,2048583.3465599997,6079278.668425399,3452528.906179416,1405711.883045606,1023936.4199074032,1220839.0846602046,3592853.6930394107,4265990.162480523,1264246.1183353066,565980.8440304048,1294214.11350446,1909115.572240101
2040-02-29,6481042.212959998,285768.290304,4534107.563952001,1817756.9251200003,5765519.106298223,3327227.547778873,1271587.0030293025,971122.3788642193,1164643.2856689119,3407421.7918222495,4041313.967231773,1190668.3282473898,536769.8287963645,1232316.2582806752,1817204.1024233403,6848602.282368,327274.932384,4877369.752752001,2031880.99104,6120091.437586962,3587735.4135077526,1409284.7530588226,1060347.6405793873,1230693.8301415294,3616974.039613895,4389786.653373767,1291001.5883568677,569780.5128393462,1323533.0394760957,1923544.0666776139
2040-03-31,6574342.465151999,277163.456832,4214888.2656000005,1779521.4604800001,5832514.470107405,3097968.9181830725,1230185.8395438914,914971.0187068416,1181409.3409878144,3447016.0518334755,3801696.6296413974,1153363.2278358398,543007.0971669992,1198412.2156070303,1841461.4271336298,6943823.754336,316901.88662400004,4508145.062928,1960669.68768,6180467.513568566,3322381.4548101365,1347048.8658707903,993325.2866899631,1247805.1286541794,3652656.300519022,4100410.1634917757,1243405.710413087,575401.5255132334,1281836.839073844,1947349.8308765688
2040-04-30,6862397.1897599995,340902.27648,4684880.47536,2005852.8959999997,6124933.900540223,3457649.1926959194,1383495.885250848,1036177.6638961439,1233172.7749998719,3619835.9352192716,4251892.080307873,1272234.1181652674,570231.3461402948,1303594.8835159556,1926528.6262416083,7110928.258560001,371702.59776,4898110.00104,2044600.1856000002,6338333.225314943,3621647.7918637195,1419169.5828099363,1087765.143812568,1277833.808063232,3745954.936161132,4428392.1716028,1324855.8452445434,590098.8232768213,1358424.8483520425,1995298.9317849898
2040-05-31,7220118.820319999,373198.8280320001,5371920.9072,2255966.7695999998,6480383.163025967,3957043.8128886716,1562284.0833066434,1175802.7201059456,1297455.352011504,3829906.4493483463,4848322.714453974,1410726.8140222216,603323.6724777175,1434513.2009038255,2031254.923633366,7397761.262975999,394570.61193600006,5530577.879736,2245286.11392,6623378.05882314,4078399.63230774,1567781.2988243855,1210660.0883217289,1329377.698956787,3914416.4327644766,4961362.413165631,1443678.5353175215,616636.4972764344,1472413.7231493925,2079275.9612703822
2040-06-30,6975374.615999999,376184.9952,4648809.49704,1990219.5071999996,6213679.195197598,3447460.1050779605,1374263.21588904,1048118.4084164399,1253474.8184951998,3672284.4043617803,4235029.090831387,1284714.530220441,578493.5330728964,1315843.06190924,1956807.9374407805,7127556.690239999,394554.24000000005,4802150.506320001,2023712.2944,6346776.235486175,3563758.595755081,1402755.0074906403,1083615.7567374003,1280821.937236128,3750944.7551723295,4362877.513243472,1320525.2948035602,590884.8675237629,1352491.3983648773,1999206.370811652
2040-07-31,6738003.740159998,403506.04896,4510868.814936001,1794316.4064000002,5970376.893547582,3361848.689976445,1262348.5089731764,1027851.3807555242,1210819.2721067518,3528492.744086621,4064479.541416909,1239938.3300282585,555842.0887892799,1276111.4672198894,1886430.8993489384,6917180.772095999,413261.31744,4695957.6984,1948328.4240000003,6155556.1284055095,3496842.89502984,1356566.2552117442,1071972.470143152,1243017.384745651,3637933.671887656,4264273.37992513,1293763.677555837,573082.2755545529,1322790.316982255,1939735.6164247643
2040-08-31,6444775.882943998,360297.64483199996,3990193.9416000005,1599492.2688000004,5681545.575222585,2975261.0487750727,1123300.8857214435,911824.3905548258,1158126.2261650367,3357793.434956547,3602232.615424523,1126588.0063255257,528951.8930532226,1170610.3483775551,1800887.0228585314,6707379.450239999,378529.16544,4288808.027736001,1878854.7456,5966275.815533375,3194135.2648137244,1291811.2967251441,986439.988468548,1205316.087208128,3526069.0069802245,3939407.840482065,1216928.1082682465,555460.2784261572,1245786.0924771402,1880595.8364070565
2040-09-30,6245675.372159999,343943.96256,3947033.389680001,1712140.4159999997,5546296.131009984,2937678.7975786803,1179667.0981654557,904339.4074091283,1122347.8643771517,3277861.013426901,3616032.433764858,1120217.019348665,516360.1697970295,1150764.5808114628,1750040.0297923656,6531076.500479998,364854.0412799999,4268948.183999999,2004895.1520000002,5853046.06801555,3174176.1188908797,1356912.094242528,984860.098091424,1173634.4471362557,3459150.226197191,3976293.5598279573,1217047.8153057478,544918.5889322478,1231865.277245316,1836347.769769349
2040-10-31,6237380.219616,321835.33872,4269011.303736,1740997.4976000006,5546665.920216758,3155572.105424605,1215035.1028008724,944120.784307572,1120857.225464995,3278079.558848104,3840425.1228904747,1150712.930114623,516394.5971721802,1184779.4861583344,1748635.5438981084,6537877.924031999,342136.1376000001,4562557.368264001,2002071.05568,5857920.767250316,3371762.796328116,1373585.8257265682,1017790.0187038202,1174856.6629485502,3462031.1734449365,4166831.76876272,1240892.7361362644,545372.4234310043,1262078.1429957293,1838114.998613169
2040-11-30,6208223.797439999,301778.52479999996,4519566.836639999,1880543.6928000003,5557437.799181855,3323894.96058696,1304629.9184721604,981622.0094594399,1115617.8163999678,3284445.7393164765,4066109.204264241,1187796.6884143953,517397.45910383074,1214479.5216068332,1744825.1865185716,6447026.2348799985,324810.0777599999,4741906.06296,2048427.5328000004,5794951.051878911,3490961.8021901995,1409168.6408806562,1039394.6910539279,1158530.6144079356,3424816.071660436,4303231.516736915,1255385.7777322,539509.9429299267,1274200.2400904144,1814763.878088594
2040-12-31,6096481.675199999,287854.102944,4879762.838136001,2006926.72704,5497226.617165918,3572337.1987693077,1394606.3187378387,1038273.1491294792,1095537.7570334396,3248860.9307450573,4363692.664279653,1232471.7945745825,511791.798058147,1251020.6826908332,1718154.2832904214,6313394.041919999,312790.248,5082141.342672,2129762.70432,5705597.806993727,3726127.4311057683,1473999.048482832,1090888.5062853359,1134516.9093330237,3372008.3039332917,4567818.447199713,1291343.804025702,531191.155831116,1304753.2315734313,1780805.6600504534
2041-01-31,5736538.463039999,243262.68019200003,4526682.1488,1857490.7558399998,5164974.338672736,3303555.309990432,1290502.5135743232,950362.8420119616,1030855.961808288,3052499.834155586,4036063.6766046705,1139058.076671077,480859.1109304316,1161769.167340163,1615798.1869573018,6027599.146464,282104.22095999995,4806783.254664,2039350.9017599998,5448807.239273193,3518284.5492062764,1406852.554738392,1026275.035922604,1083159.5666195808,3220245.0784104564,4325694.988518505,1223101.1261536242,507283.9539763343,1236921.781805737,1700369.331633829
2041-02-28,6309013.342464,272591.077248,5467874.080032,2109904.5542400004,5697071.321214872,3981221.2695296165,1486913.026156589,1127597.5025781984,1133729.6976407808,3366969.1508379895,4806573.480682373,1316207.9772212927,530397.3400051047,1340230.6367014234,1779026.9272899954,6673396.923648001,313227.540864,5740834.012703999,2261192.1292800005,6033424.381825074,4191683.36893992,1586633.7750750144,1201256.9612178912,1199209.4271795456,3565753.8096586186,5078415.609761474,1400108.2981961214,561711.8099479144,1419551.567863667,1882645.9593893657
2041-03-31,6626938.473791999,310726.647936,6310562.839200001,2431809.3542400002,6037731.479190699,4593112.647775058,1714180.6711670978,1299116.769938237,1190860.843740422,3568299.3042017035,5544255.693638181,1480854.829765445,562112.8007126543,1491137.3091745349,1875045.7547383422,6941475.654624,349156.7061119999,6555276.9845280005,2512638.64512,6315706.5925385365,4782662.621668585,1774556.5723326434,1362439.8881184815,1247383.1751359326,3732582.596190275,5764345.585244299,1548785.052633341,587992.2837653378,1558986.0384278316,1963019.7451324181
2041-04-30,7386585.514559998,421261.6896,6480967.23072,2400095.3184,6652685.150010141,4761420.290945281,1712846.087352,1381214.41468128,1327369.4169664318,3931736.923655994,5693500.024349869,1575415.034365918,619364.9874659443,1597861.199463462,2080809.1268024882,7646515.914239998,443580.1056,6661065.39768,2402605.1520000002,6866425.778357374,4898334.67923852,1726780.4093109602,1420766.9320107603,1374078.9097889278,4058057.6350092087,5827531.136457555,1617344.711772776,639264.2399650717,1646035.1609381645,2151610.501688593
2041-05-31,6927178.944671999,387469.155744,5785777.900799999,2234271.46176,6234810.474983932,4255619.965930223,1578234.6500380703,1245342.6392859071,1244814.0563575584,3684772.9907155037,5128477.10091906,1441096.3891916957,580460.8552210041,1461302.2296768122,1950904.784038229,7053690.5974079985,405892.5033599999,5943199.461335999,2200740.57216,6330204.952996577,4374824.819640444,1571397.5722457517,1276890.272889156,1267548.2003542173,3741151.127220978,5229228.153339327,1467007.4092276525,589342.0811239813,1493006.4925152548,1984337.955195486
2041-06-30,7251879.741119999,438945.35040000005,5734156.59432,2116477.9008000004,6471760.958093087,4241464.44328548,1514383.3002967201,1256392.5342534,1303162.789479264,3824810.7262330144,5062163.497530641,1455658.6861819,602520.9451984663,1487961.1820136379,2035775.660454269,7414334.766719998,450945.5328,5905635.006960001,2182880.016,6621458.759209727,4367816.02088604,1561276.7678152798,1293585.9918138,1332355.9575795834,3913282.1266929475,5214459.956408331,1496186.5785827187,616457.8104824255,1527818.6271686226,2081941.730450118
2041-07-31,6797344.067135999,400858.18272,5008565.085336001,1903703.0659200002,6046212.612525926,3712323.2549990043,1352687.8419840243,1110370.373701956,1221482.7288643392,3573311.6540028225,4453523.727203682,1310595.3469507864,562902.3942261636,1344932.0027653282,1905809.4472668115,6972383.613887999,409760.3808,5224575.306672,2098967.26464,6238250.69028981,3868793.5792405694,1470790.3004540643,1161623.36887956,1252937.3354156734,3686806.157961278,4692579.431225165,1372728.1088871174,580781.1392659814,1396775.379363418,1959207.2158988684
2041-08-31,6333040.159487999,344046.452832,4553710.613064001,1697524.3871999998,5614294.43698341,3366340.6854323884,1211342.6546496432,996514.1294050297,1138047.3166599935,3318048.012257195,4025622.269598321,1188618.8753596714,522690.8120831555,1229371.9700518143,1773380.186155843,6580560.879648,361222.174944,4863346.864272,2024986.6425599998,5898611.045899553,3592544.372446392,1406072.9612565504,1075570.9455951792,1182526.7900727456,3486079.128126637,4391383.466279738,1285352.671850097,549160.6883732486,1306728.3935537436,1850406.135271144
2041-09-30,6266315.07936,324326.82528000005,4149823.8103199997,1587564.2303999995,5532261.444821663,3072446.20074996,1125899.416129968,916594.6622448241,1126056.819760992,3269566.513889603,3691241.895007252,1119882.707943424,515053.54051289684,1166053.1864933402,1751975.2975510517,6564448.396799998,346727.97792000003,4535254.8,1930986.0864,5862041.283006719,3354464.09462832,1334242.064401632,1011129.9267260161,1179631.3769049598,3464466.3982569706,4118308.677270512,1231539.081757988,545756.0434479255,1258581.4994543942,1843244.5174880486
2041-10-31,6162896.299392,367429.55443200003,4245411.921336,1558835.22816,5440329.230069261,3158664.234270157,1118583.0896953393,951957.1698200137,1107472.4650007423,3215234.5749709327,3762119.713785889,1135471.3790862276,506494.651319448,1176967.1859649778,1722986.1396964567,6489974.552544,388137.2290559999,4616909.409600001,1902821.87232,5793981.3709023455,3430103.9866781756,1326252.1108982975,1043502.0120396288,1166248.4270921568,3424242.9902032856,4179169.800908302,1246727.319892455,539419.6656310082,1269907.612116713,1822147.9816057375
2041-11-30,6153422.748479999,357528.53088,4641373.93032,1532781.792,5426087.586790751,3434119.29990756,1130086.609290288,1005741.5089512242,1105770.0679018558,3206817.763793334,4017879.977645901,1170776.661239975,505168.75433021894,1219686.3847617828,1719638.5890496543,6483157.28928,381383.4067200001,4967446.9989599995,1843724.3327999997,5773706.158181472,3674831.0115783596,1317379.522691952,1089698.3712570958,1165023.3648836159,3412260.33948525,4390351.5145666925,1273962.64022688,537532.043326695,1306532.7055701837,1818546.8658651868
2041-12-31,6874153.026047997,471920.4201599999,6125359.393872,1713236.4172800002,6061857.315750834,4532143.913909928,1326972.230667504,1306077.765746616,1235285.2987808252,3582557.6736087427,5164337.532563167,1434480.1362308608,564358.9160964027,1490382.2348685348,1921081.5596681023,7210460.938463999,488373.2956800001,6332860.579464001,1944089.0524800003,6394963.052987911,4685875.823068596,1463725.4025940564,1362439.695721644,1295719.8306419805,3779423.164315856,5416622.661209788,1512017.7355083826,595371.0602331747,1558111.17895684,2019412.0664350756
2042-01-31,6682976.574623999,429531.25824000005,6084054.749592,1733801.70816,5910222.218011975,4484586.481033788,1333509.8493826801,1278862.116995556,1200930.8904599326,3492941.3308450785,5127344.590561729,1407505.6344882366,550241.688496915,1461080.4293555943,1869669.9679815406,7043719.423103999,457607.8540800001,6312708.297864001,2002323.6287999998,6272722.976759769,4658301.417184597,1492110.1935654478,1347170.5666959481,1265756.3803317887,3707179.2792650233,5415845.1038044775,1497711.9161150279,583990.5091363344,1537805.607192191,1975762.2367051356
2042-02-28,6466516.132607999,390285.18144,6852705.971328,1933968.7180799998,5782487.803568178,5010625.394897473,1488207.1100843519,1389965.9659320961,1162032.9490296573,3417450.291908793,5727330.803827299,1491515.840402292,538349.6145121973,1535347.2010361364,1816685.2164163748,6769201.767551999,424845.3888000001,7017084.9504,2089064.3558399999,6069201.021642122,5141740.993502401,1582648.9012535037,1444024.9665636483,1216425.557629094,3586897.803790495,5923847.805098615,1558679.6537996538,565042.6151148817,1595462.2201669393,1903628.715821439
2042-03-31,6957912.727584,430421.93337600003,7346067.279192001,2310871.8268800005,6279044.2943258,5376584.440867645,1722058.3199318259,1512694.0744317286,1250336.9171468448,3710915.177946548,6250830.5573738525,1636150.9714057157,584579.023801732,1662420.6494007783,1961530.748986927,7188246.422783999,459859.04928,7426971.5184,2284044.4368000003,6461228.2845854005,5446504.27561248,1714249.4969566083,1538747.868993984,1291727.882174285,3818585.916189972,6306733.622024219,1664277.5069593822,601540.3532949009,1696494.2928472934,2023412.026145957
2042-04-30,7254134.314559998,449361.0431999999,7709629.66272,2656230.2784,6607737.9486901425,5641651.36893888,1929869.2067673597,1602185.2098681596,1303567.9363264316,3905173.1276758737,6662306.40129796,1744406.0056026252,615180.4030230523,1751516.7627007286,2052337.0058276518,7374502.336319999,464963.3279999999,7711612.717680002,2510032.1471999995,6670097.454127967,5649815.987728921,1852977.9294799198,1600649.4785389202,1325198.069836704,3942027.595389628,6604973.553164891,1737222.5978217851,620986.0729793138,1758084.9366279233,2080769.5517561405
