,Papallacta_SEMBASE-superficial,Mica_SEMBASE-superficial,Orientales_SEMBASE-superficial,Occidentales_SEMBASE-superficial,Bellavista_SEMBASE-superficial,Puengasi_SEMBASE-superficial,El Placer_SEMBASE-superficial,El Troje_SEMBASE-superficial,Paluguillo_SEMBASE-superficial,Norte_SEMBASE-superficial,Centro_SEMBASE-superficial,Sur_SEMBASE-superficial,Parroquias Norte_SEMBASE-superficial,Parroquias Sur_SEMBASE-superficial,Parroquiales Orientales_SEMBASE-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2034-11-30,9796526.846208904,2869268.205009023,7672377.690203547,3276652.7282025404,8846420.564165011,6664362.605000218,2353992.4688324616,2911477.2400675034,1760435.8742637401,5228234.553421521,7932472.221360878,2798940.7458200525,823601.7545237626,2529546.797677509,2762454.9441012964,9793986.627628632,2716369.791061968,7606185.488958695,2040141.2876874192,8537064.745983038,6551316.352374682,1686847.5232946887,2735974.415159669,1759979.3969848652,5045405.264875975,7270741.372540725,2574201.107955058,794800.7278510209,2426533.918576058,2725228.978347577
2034-12-31,9676512.990578977,2888773.2245228514,6994441.038756007,2994320.1477524037,8677861.557692176,6193855.786711776,2160761.9042938086,2798273.4550537528,1738869.3844070423,5128616.180596076,7349711.140407246,2688231.801881231,807908.9110211416,2429517.7436239375,2721457.120037923,9673418.605072657,2710829.9439294534,6889879.919091267,1842055.9926405216,8388986.828470241,6042844.9435314,1534862.4131838847,2609500.19879302,1738313.3233315563,4957891.215625911,6688729.530832005,2461910.977181879,781014.6737305793,2320463.8011005423,2686569.5901863845
2035-01-31,9961365.581333948,2876787.793950444,6860298.209128908,2785164.2552630776,8859436.957568578,6093888.193427091,2040479.3101010122,2757011.581497005,1790057.3949657104,5235927.24192303,7159302.572147664,2657620.0385667705,824813.5807496347,2424405.9817141015,2792785.824943085,9958025.992451986,2697582.114703583,6759578.901159512,1710300.489946182,8589595.18296301,5945044.340393199,1455886.261585399,2573481.6808984317,1789457.270843622,5076450.753131139,6534975.016569812,2441576.766846016,799691.3115338563,2319314.51163062,2760118.49733305
2035-02-28,10328051.21383353,2806758.88890381,6688695.092349486,2919148.4119116603,9193377.570582157,5942293.061084714,2097675.9340140424,2703054.0163596007,1855950.8031258853,5433286.144214055,7071941.243311886,2653226.2558533186,855903.4518211988,2425616.513222632,2896519.9885396413,10324109.400394332,2580295.8917805497,6555239.164976765,1802442.6035361954,8912644.284362055,5749834.739142953,1486837.6777219633,2486776.598585083,1855242.4592508608,5267372.772057975,6386589.424075625,2411749.352734095,829767.1828741074,2303990.1743524754,2862452.50306471
2035-03-31,10808012.290294578,3002202.7352351034,7415108.500936065,3531780.968703356,9739136.847535307,6540229.041635749,2478099.2547221244,2959410.705630224,1942199.8085659351,5755829.876893366,7925883.049391322,2907321.320301714,906713.640505537,2625636.220085555,3045218.925155468,10804373.719750939,2850983.6592366155,7313058.970097421,2319535.569067914,9434910.60173717,6402577.578652901,1821578.6185236902,2780953.853531532,1941545.9574392433,5576032.1656266665,7251099.637637663,2682464.1075990167,878390.1770217305,2519844.008553345,3008411.0773902633
2035-04-30,11530319.684897821,3010923.876335,6899177.114236855,3437370.243641317,10307895.615192592,6179504.131599561,2394771.896264333,2878314.796950459,2071998.4473761388,6091966.308578822,7533574.7699812185,2882301.5513568465,959665.0817744302,2621983.5047251647,3238969.679961793,11526778.145196699,2887445.2647993816,6798503.416332264,2270595.1077622212,10015048.285525685,6054850.185929277,1763602.3389125683,2717778.8785417825,2071362.0326918468,5918893.536745679,6891710.921965229,2673220.743954605,932400.9953824413,2524787.1223789197,3203531.7283156724
2035-05-31,10671504.327306777,2996589.1318988334,6395071.996535389,2987056.248421049,9491849.875691457,5817139.754230396,2122268.477500363,2762460.8812871147,1917669.3276170278,5609683.27653365,6980799.311768492,2715168.464891203,883691.2234268747,2465110.417324195,2991980.23586518,10668025.811185878,2888614.2231073673,6303655.673943792,1946513.2980142883,9230422.917147852,5705746.999358332,1559364.2617283403,2620169.9680338074,1917044.238270102,5455179.94403438,6408160.031209404,2529253.207333721,859352.373586465,2378687.224582126,2960289.1711759386
2035-06-30,15634796.502768725,3521531.2403814555,7474197.2932501,2671172.30181171,13482755.969620287,6807104.180386556,2045695.8362927523,3182419.9478409244,2809572.93154754,7968308.77804559,7800874.225161408,3246809.3200750477,1255244.5807716486,3109003.1258237055,4333161.7023725975,15632504.110391406,3637433.9412070187,7490056.296708189,1683530.0517006784,13235447.337957531,6868552.387137578,1526837.5707866643,3177944.9223831943,2809160.988637335,7822149.376732902,7419671.680914904,3156771.7017521015,1232220.147163846,3087947.61256494,4303356.42114205
2035-07-31,16685151.68660565,3773320.3649383523,7138939.027466594,2632562.242825558,14334347.585190123,6679394.801105924,2013494.9905840103,3260696.014682824,2998321.7580830352,8471599.422847362,7659713.854893892,3350785.329633895,1334527.7601812005,3211134.8769041644,4617823.1802083915,16683380.310957707,3908986.532584595,7168820.737842264,1609519.8993715376,14078669.211948052,6759317.513160981,1477539.726472613,3266333.1191785927,2998003.4418790997,8320493.504261296,7280646.406358253,3264387.4215188227,1310724.1036323635,3194453.389466536,4587113.713774545
2035-08-31,14229300.312125623,3410387.1278179986,6235061.5626726495,2397980.995860309,12262501.603383087,5883473.813937331,1815603.2323006345,2915004.796092559,2557005.2660889747,7247138.447599404,6782310.022120292,2960163.7525678147,1141638.8992749655,2806377.312672418,3942653.457700906,14227315.530580692,3413045.325448837,6214421.900090823,1413857.4749399133,12016319.586045679,5870044.220996237,1291700.2459969898,2845625.0023133117,2556648.6008453504,7101644.875352996,6329971.563798509,2827629.0297427047,1118719.3534608525,2755930.920684534,3913035.8442222583
2035-09-30,10908725.100477459,2974691.259895605,5312944.18044017,2158202.3885154785,9480377.003427563,5043123.724645725,1610847.7797909952,2527898.1002416885,1960297.9005557992,5602902.80902569,5859444.294512823,2493653.9913683766,882623.099019106,2310795.549990299,3032038.295677608,10906257.16453971,2857786.1581541393,5230394.425679797,1252670.7352114504,9253328.926906154,4934123.961302596,1119866.2900819692,2391547.985808322,1959854.4124677856,5468717.395801536,5349393.963841634,2323659.973112734,861484.9230949628,2230160.637844702,3004611.3420040896
2035-10-31,10345773.410172017,2856462.8813642412,6134606.127018014,2377726.0530885654,9073364.543192547,5572375.887809626,1776103.8665942142,2606940.0033657677,1859135.4818079118,5362358.445026794,6471175.918041555,2539440.214965216,844730.2389712259,2345771.163701897,2885344.9918583413,10343415.275010305,2706820.0871342993,6052474.039778384,1463476.4056877603,8844240.070794357,5449479.4168761475,1279206.6171404498,2452841.5959919454,1858711.7249193513,5226945.881839465,5943738.072743697,2357048.284144384,823398.7505909547,2257464.4127314184,2857690.3275215826
2035-11-30,10724201.351066226,2990344.0919250087,6885376.483008785,2586498.702778933,9435517.615379762,6160832.649095197,1941151.7305276555,2806920.674556931,1927138.982786601,5576390.910689439,7135625.918210143,2715478.424102879,878446.6899918559,2506605.024767868,2994483.9940423938,10721464.936741948,2823010.6301673106,6801512.640580387,1652488.1207679606,9201172.399645561,6029043.788747572,1432937.4888472978,2641897.1135678203,1926647.249132528,5437892.888190527,6590731.680243233,2524146.3265202986,856629.1504070018,2413143.1918857954,2966142.5302999355
2035-12-31,9730331.930443259,2699074.1384734237,5285358.80608617,2382444.9343306115,8569936.715951584,4904154.635528108,1717097.6999713732,2394149.7257320667,1748540.6479006533,5064832.599127385,5824592.3682067515,2359921.384116707,797861.1082550925,2158727.5505614276,2718022.4230917087,9726992.1281554,2463237.9618691406,5147213.646249896,1486654.038419888,8344594.374421955,4704320.097545824,1222906.689081998,2187400.9474895997,1747940.4854295254,4931655.275283375,5230692.647320859,2144172.676572557,776881.736258684,2045374.4140557696,2690646.0408106404
2036-01-31,8293144.795437983,2487309.854141619,6056161.278090039,2896682.1936776866,7519374.942908508,5356926.764741004,2031819.5212891505,2436450.3442001417,1490278.1197402054,4443950.591258926,6493622.679263143,2358565.3378570676,700053.807184782,2108337.122031804,2342156.9296633797,8289314.1595870545,2240989.0986973825,5942157.6911480175,1869341.388839745,7260940.014572102,5169603.183081389,1468911.124395175,2218857.0270995945,1489589.7544777936,4291215.548612113,5853143.283819057,2124252.5007475098,675993.5153566627,1988997.2730308194,2310760.1321586953
2036-02-29,9983261.339589672,2807058.754859618,6127193.497558898,2599963.9257817883,8831367.007886346,5545722.176257006,1891671.474393907,2595093.216881687,1793992.0627242646,5219337.90166083,6544498.066496086,2531033.633938737,822200.2684342191,2314550.329963804,2793271.624586854,9979128.837655421,2598049.2410069928,6029055.899234079,1642436.7403485593,8590033.263970299,5385782.338785407,1368368.5608137154,2404349.7755158544,1793249.4521266795,5076709.659006446,5961771.7168348115,2320581.3805878554,799732.0968756347,2208825.3962554648,2763855.4477175632
2036-03-31,11018408.310511176,2923021.795917083,6075404.978382779,2428987.3289142246,9637596.325023297,5559403.56575749,1802149.6679975006,2636370.953971366,1980007.9733988582,5695819.428088769,6481477.94159964,2600278.0991426622,897260.2178596688,2412253.2873453987,3069883.950796941,11014855.102326332,2795399.863979514,6008491.738329833,1579025.8439192462,9423467.620611291,5456805.254165146,1341268.1232425296,2500603.8057913105,1979369.4618880416,5569269.3637812715,6002445.6716564875,2435619.1052089054,877324.8354789111,2333727.9336784654,3043803.606207293
2036-04-30,12269052.628493512,3352964.711588003,7213665.942476107,3255492.13675297,10868386.046084944,6549965.190832769,2332334.045025128,3093938.877317983,2204748.757340284,6423216.153236201,7812065.666333616,3051056.060455601,1011846.740890508,2788309.2124310536,3434605.4683870543,12266109.382550687,3317393.622798506,7199523.208101657,2240162.7504613707,10613663.526242958,6524553.282006975,1790746.9295708619,3003311.5602677558,2204219.856044358,6272675.144009589,7334158.69644934,2901830.3180785147,988132.0742932194,2728492.093202156,3403805.0273885913
2036-05-31,12477246.220686492,3094125.3672559257,6156768.314563295,3266530.6400448247,11041827.040391993,5691060.160944412,2259118.790601383,2796365.7093597115,2242161.145857362,6525719.780871666,6983182.491288199,2860850.9928689213,1027994.0974604944,2623047.2184403474,3491581.220532207,12474194.516359568,3013916.4607360163,6109616.115454857,2231262.449876877,10782060.802757613,5622976.57129792,1703006.5847096897,2675831.07908386,2241612.7545898147,6372197.93442975,6454944.303246056,2690010.9998345994,1003809.860736734,2548366.0404298357,3460162.1430828026
2036-06-30,15890921.785693599,3396549.1223963127,7918387.691801378,3072369.28035819,13792450.53825919,7066744.9488164745,2282632.1445734166,3212449.8088081004,2855598.64488914,8151338.268111182,8231982.254786594,3319347.4169567027,1284077.1451119308,3174971.231530647,4414707.572237795,15889104.083755855,3476377.6354878447,7980142.067301973,2016246.2115419211,13528513.62183959,7144980.075532826,1728940.340507605,3191347.2828032924,2855272.003850927,7995351.550507199,7836499.555677669,3212725.9214169844,1259504.6181932662,3147987.7000980494,4383008.075778673
2036-07-31,14213371.055756772,3090526.50116458,6766984.0180689385,2789420.822068038,12346714.00289888,6120617.447020551,2045245.4724715154,2855364.0915619927,2554142.778719492,7296907.975713238,7187188.446780469,2958529.151558081,1149479.073669886,2816107.2414633785,3949884.833026408,14212143.865146143,3124734.856284692,6799742.82844501,1767262.0663173192,12091701.378513176,6158590.868495813,1505878.0350070698,2808157.0155568,2553922.252566762,7146195.514701287,6767775.5703376,2837608.122988362,1125737.3983395768,2777227.6379954205,3919349.5467243395
2036-08-31,11332750.821953187,2734895.9508935236,5728420.887534172,2594558.972007331,9936470.303463241,5232706.751755235,1859986.955353645,2495567.098593214,2036495.3227049874,5872453.949346774,6238219.247992866,2537539.570183168,925085.3852524275,2363492.13106518,3160308.8241542163,11331064.808664033,2650410.3869306426,5684687.595575025,1574666.325065618,9681644.618402446,5165184.689008189,1312091.435470645,2374364.9039009064,2036192.3461169268,5721851.969475845,5717388.852672993,2367718.37721699,901361.1139732676,2289133.473975241,3129715.6478498685
2036-09-30,12566741.256959386,3076077.9424577546,6892533.873868814,2933850.861415908,11032533.095642854,6203054.969943753,2129533.6197920176,2876961.285962424,2258243.4038756015,6520227.059524927,7331682.31758294,2894664.569998095,1027128.8312043494,2697456.6758741685,3506103.300617858,12564665.919031488,3001663.913101362,6853757.832051676,1784584.6563467574,10745238.874116084,6143401.214673951,1513653.8929844864,2752927.678619651,2257870.4656499582,6350436.174602606,6760740.742243169,2711592.7112223012,1000381.7391802077,2619534.4217805294,3471581.6336044674
2036-10-31,10387620.27921529,2861101.583362765,6001283.61102107,3078529.880697022,9281824.542281827,5480194.407574145,2139820.8278474044,2637059.249627762,1866655.3641749872,5485558.304488557,6694525.089532484,2622353.6303868014,864137.8648864379,2368956.320534602,2917437.9554461446,10385166.11139993,2698425.6755753625,5905995.293765715,1898521.1958335286,8986580.211901434,5342353.205407398,1500401.1707925305,2455830.903964326,1866214.3502185673,5311068.905233747,6033945.5377620915,2398636.4605661505,836650.6177280236,2263096.4563307953,2881904.8713024626
2036-11-30,9262504.128864182,2604397.1473121806,5536408.788073738,2776284.524065947,8284233.8394861305,5040478.972133927,1938787.6075634363,2409961.515829394,1664471.9919568931,4895982.199136303,6132714.897861518,2380788.2396030016,771262.1704561585,2147741.869393492,2602362.8380994145,9259499.236153372,2396895.3165795626,5418617.319732938,1686718.6195750174,8011013.000686539,4867307.256128562,1344141.8868337735,2207922.8852013443,1663932.0127367608,4734508.683405745,5478203.558509043,2151206.852710223,745825.3103639167,2033617.4779862366,2569352.18255794
2036-12-31,8558264.59652209,2575500.2197471866,5614811.279793477,2902045.3980276384,7738079.424098327,5083343.514434496,2009516.602890917,2415442.0658358685,1537920.147995019,4573204.939642111,6230457.8005255945,2356832.353538754,720415.1943835543,2098011.265017839,2414454.6513320515,8554551.227211552,2356929.576241806,5469519.616208948,1764242.0878346825,7452290.71001767,4885944.580152445,1387020.6239098778,2200048.263710258,1537252.855529916,4404303.809620443,5530893.722304448,2114001.6852109795,693808.265102645,1975721.2692570547,2379825.9651395204
2037-01-31,10806721.184617804,2930356.8519626227,5693775.870291162,3420782.52306786,9710495.1562505,5292962.347686503,2304380.3393339673,2649783.988186402,1941967.7968758193,5738902.637344045,6665564.236633322,2681987.1810985995,904047.0990469214,2399722.955721401,3041587.9823024184,10802922.55965142,2780004.878069545,5550579.179105095,2220725.652938049,9409166.531413304,5126616.304680898,1651693.2365278178,2466304.3212384433,1941285.1839693603,5560817.420065262,5968367.171903545,2454604.8192834263,875993.4040745787,2289826.4032413675,3005096.7138480693
2037-02-28,9152822.667382006,2720305.1006172914,6103220.460990466,3607144.2708849926,8400774.656301428,5491177.516807361,2421547.8867661534,2614991.5740764076,1644762.2333285464,4964857.821874143,6941128.992342647,2586490.05451727,782112.1205016627,2272600.7303430755,2597067.5687595885,9148504.984201662,2535846.3722777427,5977872.407691278,2329057.370976231,8079629.993234537,5322656.258416289,1727211.5157537467,2410957.6785103153,1643986.3456610388,4775061.326001611,6206982.380260138,2338848.8437873907,752213.5523701353,2153333.0437105307,2558129.538274418
2037-03-31,10990133.202892737,3068040.699507993,8069553.228791149,4981034.31999907,10248597.241571525,7031134.999377663,3292976.719273201,3194049.2782046804,1974926.9365598252,6056920.96976877,9049362.94099313,3203846.7999894535,954144.4031903088,2804513.221949706,3137594.7162780366,10986494.52564615,3005226.900960431,8033814.193272606,3427039.7887658533,9859446.249085594,6978655.589113444,2462808.353104777,3048776.4166805535,1974273.066258613,5826932.733209584,8304721.324098515,2971093.5123195485,917914.4457898686,2709493.597595828,3090689.2974997717
