,Papallacta_BAU-superficial,Mica_BAU-superficial,Orientales_BAU-superficial,Occidentales_BAU-superficial,Bellavista_BAU-superficial,Puengasi_BAU-superficial,El Placer_BAU-superficial,El Troje_BAU-superficial,Paluguillo_BAU-superficial,Norte_BAU-superficial,Centro_BAU-superficial,Sur_BAU-superficial,Parroquias Norte_BAU-superficial,Parroquias Sur_BAU-superficial,Parroquiales Orientales_BAU-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2052-03-31,10185140.657450398,2166618.4181179716,8188902.2880367115,3054383.474617705,9109811.118486082,6724688.550752078,2241343.11065838,2606040.6101663015,1830269.7761438363,5383898.371025273,7891685.635750273,2604420.910551812,848123.4151310541,2455642.1262892475,2861629.6834669616,10682756.259928403,2627089.8523648875,8222824.057332074,2969467.5076873847,9496704.533175614,6948268.647505291,2216914.060139187,2847529.7549520545,1919691.2999091342,5612552.379106786,8070899.477228211,2783235.4882035535,884143.1920386493,2599724.899230081,2994522.2051162864
2052-04-30,10038969.64446872,2485776.8578671697,8122891.7968179695,3524535.0685244435,9106798.176028227,6816407.3223373145,2499548.1936869733,2796020.921885745,1804002.8451110288,5382117.722032681,8190648.558570058,2761842.2342013298,847842.9101882278,2529923.3717198805,2835747.8677241434,10477069.577785615,2818325.1652800995,8096802.448816959,3218329.843297461,9389904.312885843,6942134.889238105,2348561.9780761157,2945833.8080322146,1882729.4031280752,5549433.448915534,8176069.652618296,2857280.6467760615,874200.091529672,2622495.6880125906,2945907.783821678
2052-05-31,10292389.178119903,2129042.6857038857,6857147.633141985,2858028.2379821576,9148949.904279072,5767514.807067447,2048988.005043279,2368369.3457797724,1849542.3353081467,5407029.393428933,6874872.146872932,2427602.0477506826,851767.2360883816,2288474.000760002,2885010.430837708,10741650.205428949,2519749.575996726,7311092.503973566,2821048.3586288765,9508109.52055047,6257598.295251905,2074521.7540235466,2640943.048656825,1930274.5419155823,5619292.726645328,7334173.851234842,2631370.4298940846,885204.9963632489,2465175.8126058886,3006161.994372822
2052-06-30,10786095.428949267,2272062.1348668677,5901578.117390982,2176619.7860018117,9384409.659016952,5154403.8754015155,1630715.0375841374,2250076.2908308394,1938261.348582183,5546186.108479019,5975560.411373181,2310525.613045884,873688.5392544784,2214626.3705841578,2999214.8608744233,11246154.829066196,2622262.7603785736,6792418.251083992,2413009.497308175,9820355.204432456,5935594.401014953,1828209.2670320119,2587195.7134135184,2020934.0227831951,5803829.92581958,6839469.926807165,2584483.4084275896,914275.0695326615,2448505.19073291,3131381.82374545
2052-07-31,11617296.641731238,2409543.2525224565,5751078.921799171,1631898.6645489275,9930548.33469585,5107674.258219599,1337144.1950850321,2261839.894926992,2087628.2065191036,5868954.065805247,5687065.87826236,2315392.452965259,924534.0499601837,2269999.2053661216,3209290.5252699503,12007982.0184351,2634087.4840617157,6797147.32182037,2036629.3131842746,10351446.841241231,5944061.507206844,1629095.3122613672,2568281.7468348364,2157834.368712787,6117705.0831735665,6679679.160494274,2581337.604270124,963719.7009195584,2496770.6196027924,3327554.685501798
2052-08-31,11247268.422341047,2419070.684038361,5145532.889361129,1270214.618213138,9537283.71210339,4683986.127864267,1106075.3559714092,2149050.408455546,2021134.1354946864,5636534.673853104,5114329.543327906,2184562.515938753,887921.1135968255,2151565.3422493134,3097919.0728292796,11585707.767344372,2634616.1809336795,6357424.688570722,1802997.3663452538,9947166.643982446,5633626.656909965,1476452.6148785017,2485011.796698454,2081951.6857917837,5878775.4865936255,6274040.478088744,2479446.203293115,926081.2145547658,2397952.7727069557,3205750.5670533897
2052-09-30,8794748.692536367,1873074.3909900615,4543897.856361274,996133.5604994152,7458353.642794672,4022241.584013432,899510.1777234236,1750785.2113403399,1580416.3400487853,4407887.002891651,4349508.935534136,1758352.5678441096,694372.724144184,1740188.7767457769,2422488.8057536916,9080090.619571099,2268115.27618483,5900128.825956826,1568908.8862207227,7834640.157212194,5151668.987764622,1307707.3057340314,2206028.8274857206,1631692.2843369264,4630272.332912406,5701629.064138366,2133068.182591527,729404.9986364553,2041278.6144386828,2517054.1073827213
2052-10-31,8053482.610617338,1878041.1483060094,5832401.21371582,1477225.4306771234,6970140.911968418,4934722.295280882,1238969.9551712193,1984233.0091721963,1447210.8251279353,4119353.2789733354,5450035.14592535,1921900.8779636086,648920.1189042599,1856041.772114263,2235004.51320986,8428175.456103886,2315843.3554509627,6729258.508777023,1852669.8290551056,7370649.508979769,5758139.23103896,1514220.0678352567,2377890.0346494755,1514543.1294618684,4356053.859807044,6417023.556025741,2240485.5712209586,686207.4692860167,2109889.917020158,2348051.7855157927
2052-11-30,7074497.490620501,1440795.6407101208,6547757.078547451,2043200.342750456,6308115.777733237,5250575.2862416115,1568523.8173328273,1903018.9229893715,1271287.1990645041,3728096.424640343,6009208.229196495,1869221.3038357587,587285.5789069643,1789569.92782227,1985344.737303461,7511877.798600568,1961080.6350385074,7045001.567697821,2245034.9848826537,6716879.8008159455,5827422.062867704,1728902.51583658,2266777.842006301,1349884.4404085225,3969675.962282224,6659361.43552665,2153493.73885371,625341.5094559647,2011070.8513502318,2110319.719061977
2052-12-31,6725176.978205319,1174248.504133346,4887605.933402619,1739279.901203936,5946183.659879717,3962130.3184907557,1288513.3062163277,1487155.903463326,1208514.3029834956,3514194.5429889136,4622762.660414465,1538278.6949239976,553589.6987348017,1488952.592409538,1881314.5853687613,7266603.744305417,1747026.3360713662,5480723.899937892,1983461.7564333493,6450778.656429699,4629467.351993059,1479719.3484141768,1896141.3888137618,1305808.6928516834,3812410.185949951,5379670.244612713,1862427.4667569413,600567.492913605,1744309.2538558908,2035851.889093472
2053-01-31,6805101.9681510525,1178922.419893843,4787944.85859848,1459217.8217364063,5942118.732388544,3893745.9116238067,1133481.7899708499,1455075.2085283403,1222876.823676744,3511792.1708416296,4431364.041915209,1496275.5322334203,553211.2539853735,1471055.9817590558,1894787.3268476906,7416101.190728116,1694560.7733856437,5300712.561995303,1682778.854871152,6498631.911713463,4479545.520312358,1306222.0533645279,1820266.340242099,1332673.3839738425,3840691.4598226566,5099905.603699947,1793180.7132338246,605022.6309805234,1708923.4210935426,2067646.0615101138
2053-02-28,9229430.703238983,2135923.8452488375,6907270.427904803,2099871.5701686246,8089028.318772546,5805909.544230116,1649864.9149248472,2327595.945385811,1658528.6973720454,4780615.736394574,6573711.047809517,2275197.128460468,753088.536477724,2169932.51373217,2573377.802338472,9793602.41440532,2371859.5310273767,6948917.318484377,2112096.708628917,8554630.651665207,5937611.19220958,1668525.7548485,2458883.5936843534,1759910.3538686358,5055786.715134136,6707057.736070204,2394074.9849694055,796436.1136700307,2275188.1651018383,2727250.4753371472
2053-03-31,7710578.707546077,1733876.5953189582,5650068.531111674,1871792.2992914992,6787043.868690966,4743408.9213011665,1430891.7961482643,1907549.9643056765,1385590.9937460301,4011142.9263963606,5440426.084953078,1886001.953204705,631873.7841751289,1793039.4377393434,2153358.284610374,8135493.323097282,2012860.81242627,5816624.095942929,1918015.208919261,7146917.755023897,4982020.085970468,1477454.1622716032,2082981.658753726,1461948.1501605818,4223828.393219123,5692736.968195298,2029974.8625298063,665378.0429927248,1912772.5006514003,2270343.538583379
2053-04-30,7698362.679364506,1583539.0499239126,5701195.625055138,1970661.5310376105,6801596.951273804,4714358.887243471,1480695.9706646078,1843142.8080782408,1383395.7734818016,4019743.7982028183,5456333.193206919,1852175.1749473088,633228.6761635911,1769423.0280321976,2152955.5505987224,8110977.921405269,1855227.6678651713,5821318.5285513345,1908543.2075023856,7124463.784824524,4917002.73444107,1466407.631341747,2000168.0202515512,1457542.7324765269,4210558.096831293,5625365.857092389,1973504.4060698769,663287.5783671631,1875659.937005031,2263393.017163077
2053-05-31,9813932.623558708,2117902.7777727284,7214918.362327071,2678413.997516749,8712029.236438697,6015450.677148554,1976403.2690210915,2405090.2907995065,1763563.6924534999,5148809.27873527,7035370.582576745,2411792.3421154493,811089.9219124427,2279683.6400362146,2749515.1161696278,10286569.065794304,2278412.7939776015,7073024.340618632,2453612.341766891,9043680.643973822,5984783.642836355,1854224.4498911086,2452261.851237769,1848496.4611232367,5344815.260588529,6905281.356643476,2448188.5499199126,841966.6679539628,2327027.8223853577,2871477.639841937
2053-06-30,9371978.25619134,1873060.1523406878,5466635.457288519,2092755.4731099252,8204134.707319094,4674149.526614027,1541903.4486012962,1967755.8717971733,1684144.4926375838,4848643.612025586,5471855.03562636,2036132.493915198,763804.9412514077,1951851.3728496365,2611954.820196181,9781983.991575923,2082234.4548287315,5749280.258079985,2096761.5108332331,8541293.910135157,4964515.138501765,1570790.856817361,2121400.9117584676,1757822.5232861934,5047904.700889878,5755547.539892469,2162105.2451315266,795194.4630335832,2066472.4361412686,2723635.9917922644
2053-07-31,11919160.029940993,2217531.2402687804,5775568.284806723,1615625.8790899508,10174002.339502472,5041738.785872467,1322393.8456318881,2163521.1557446364,2141873.0573803964,6012835.38264596,5615761.458552063,2266467.91823749,947199.6178076802,2254475.464175101,3290946.9280233756,12285895.076231819,2303231.139533131,6301049.191694277,1828341.724635185,10527548.29157431,5450141.952919617,1472960.0561091532,2303857.0605740286,2207775.3451988576,6221781.040320417,6107179.747898131,2401463.259500775,980114.7459455683,2377039.789611799,3397020.7947979164
2053-08-31,10649129.89274005,1945189.5745843616,4889629.564239378,1291788.9298919293,9052231.14813571,4297762.967717442,1081897.1242819962,1862084.7159107772,1913648.641725387,5349868.608548206,4748955.968317781,1963141.220659869,842762.7198914348,1966635.9102342578,2935802.668677895,10846973.271392884,2076956.7254104635,5623338.540017185,1650425.688686204,9303564.168853546,4873249.418987577,1325344.0530513194,2068630.5569262018,1949201.0968693013,5498406.423792447,5467712.707513135,2146522.8220990854,866161.8241202651,2117274.5125140613,3000232.485504587
2053-09-30,10340015.801680025,1934348.9947044807,4641383.865472106,1123774.254730257,8757036.858097918,4117677.9901604354,976093.8526305761,1806736.416065553,1858100.8395619001,5175408.7831358705,4499140.3995453315,1893028.8120102629,815280.1314889163,1900684.071236005,2846728.268230141,10582914.393631438,2151297.599750518,5594957.44023567,1588272.3654086392,9071617.194142463,4885424.94101835,1293470.7206338427,2099092.556528571,1901749.7165355692,5361325.761738194,5451800.782998539,2146111.7731837616,844567.5607746632,2105388.1045857407,2926545.4839411518
2053-10-31,9669657.539544148,2174200.6571166376,6281053.089450308,1626648.3428145088,8332374.329861651,5380079.992556705,1359366.832033433,2219087.095893907,1737637.4598560832,4924433.2289482355,5949111.28767426,2182297.1711112675,775744.0501101197,2117597.4074632353,2679181.627562707,9991921.89128824,2376513.038057104,6764197.581303206,1905674.0745306378,8665936.766188089,5809123.99318847,1547074.5165940197,2418794.6930607227,1795548.3638644961,5121568.628817161,6490187.506711853,2359290.505775711,806798.7129321112,2260695.9729536935,2775114.2266668957
2053-11-30,8743975.815510862,1950192.8144841488,5432027.276248893,1445964.138828009,7528507.859636117,4683135.855748721,1199236.058948548,1958565.3050974552,1571292.4540473022,4449348.145044945,5191871.481072162,1937860.1411726126,700904.0817321222,1880704.5793560527,2421964.4621084975,9162713.397373756,2259300.6029792703,5849277.605229786,1686765.9949859928,7931670.064260763,5111921.439486356,1366642.4184564657,2201685.19330481,1646539.5975080645,4687617.00797811,5715653.56674977,2144844.7330649267,738438.4829826772,2045972.0008203592,2543018.097539191
2053-12-31,7882530.082232133,1549464.3799006974,5286455.339609073,1462581.1030188596,6826337.818522314,4406573.506120763,1182529.9425219242,1726658.587359175,1416490.6557771142,4034365.6507466864,4930749.187057966,1738244.8503652494,635532.0509044273,1702965.7702921226,2188055.536840925,8421650.99761528,2027821.2663987994,5817549.821303677,1707988.4522654274,7329346.783332729,4989159.467734927,1366569.0381654995,2076561.1261132383,1513370.684271466,4331643.948949641,5605916.345052487,2023181.9589570176,682362.185528277,1929769.1092493858,2342001.626444845
2054-01-31,8015954.756820254,1771619.0781379319,6971419.779905224,1980065.3474004953,7064327.5439459495,5693304.944875834,1575796.9167315739,2137660.73686679,1440467.0698005997,4175017.5784720564,6410855.946264958,2072992.1417165576,657688.8943413679,1989115.8573098679,2239650.396700416,8587178.214584315,2221331.1877307245,7198580.801708881,2099662.5002025673,7562393.5494380165,6048744.406288594,1672113.8865966627,2417204.905335045,1543115.9251608013,4469374.587717867,6809359.974262724,2300289.210932587,704058.8394526794,2169942.9535304517,2398614.3375069313
2054-02-28,6382507.9902802445,1244527.2753274776,5911266.503575126,1779647.4177561856,5675260.684543184,4715812.358630288,1379308.6100433252,1684013.6272658193,1146936.6858533598,3354079.0645650215,5372415.647941714,1659246.8430397168,528366.7697309705,1599519.3419124396,1789266.8730358952,6897643.349509234,1724485.3390815188,6057893.092287543,1881967.7742567644,6123046.774165426,5027465.864192989,1462427.998003627,1965912.16704664,1239506.5099068093,3618720.6435317667,5720708.735392063,1882859.8251070257,570055.6546748012,1772001.4415937029,1932458.7371247157
