,Papallacta_sigmoid,Mica_sigmoid,Orientales_sigmoid,Occidentales_sigmoid,Bellavista_sigmoid,Puengasi_sigmoid,El Placer_sigmoid,El Troje_sigmoid,Paluguillo_sigmoid,Norte_sigmoid,Centro_sigmoid,Sur_sigmoid,Parroquias Norte_sigmoid,Parroquias Sur_sigmoid,Parroquiales Orientales_sigmoid
2036-12-31,217161.51064712228,7996.13410824381,70869.52357400415,68754.58033891482,195136.2357937961,53535.64254095778,41442.72162804829,19806.27885200788,39023.92346328775,115325.51535413275,82661.35057446685,31652.35583424843,18167.183552402348,31704.1472150917,61121.24486515902
2037-01-31,207758.49141787452,7698.4702337232775,61599.972990995004,59442.87398239885,185112.74129814294,46857.667764457154,35882.81727283952,17587.176945600637,37334.20090779213,109401.63010720236,72022.14829858839,28785.62915703117,17233.996214856877,29294.463142655193,58287.547962451
2037-02-28,212072.2555928063,9311.843474280855,65609.09722511303,55955.47142107025,187782.97700867735,50389.511335644354,34355.947114681556,18811.304609458894,38109.384330027075,110979.73941212815,73894.16297715378,29549.946562585166,17482.595159507782,30318.631910988515,59358.28471981882
2037-03-31,144494.52025717509,6771.348032560345,39903.20441756549,36234.62123527522,127475.36053582492,31126.993293124528,22109.44668130249,12174.835152480426,25965.66529021442,75337.93807667328,46391.84574371312,19511.25655777781,11867.956065885264,20089.968515894543,40387.65733021152
2037-04-30,120911.932815253,6049.612647522979,39756.12930784241,28491.013898583402,106215.71066902166,30710.21243869235,17958.315353712733,11240.784833653785,21727.87432690096,62773.48500539305,42530.467847523985,16901.99684803057,9888.682663286238,17562.176097553358,33742.02348199732
2037-05-31,101443.74229253954,6533.092286875595,37934.4968513554,21345.579742301437,88478.10087161374,29632.817531844412,14064.356697178442,10724.486519418764,18229.440489969144,52290.55761512379,38295.050986926086,14836.373416951992,8237.31119114727,15477.26431743039,28233.593517738147
2037-06-30,93326.22887365155,5403.332765065418,45029.10939275456,19512.786595945512,81367.10252259905,34155.41053963631,13506.806715514356,11093.569098800666,16770.7233285954,48087.95759085584,41866.914820502905,14516.138748274243,7575.277244853992,15299.693017045849,25970.660348332825
2037-07-31,121942.42865515024,5320.644851163223,58683.97399376436,29664.654412646196,107352.26387589905,43766.72716957269,19782.714126682902,13843.54682893342,21913.05442933031,63445.187950655745,55728.56527677362,18906.37987614474,9994.49576684627,19790.060349504292,34057.099163825274
2037-08-31,136554.69581114288,5452.239716535564,68795.34812304513,33645.66240601896,120322.14220345212,50967.45936604891,22559.543744467286,15738.330587135286,24538.878837262517,71110.3860422403,64495.62471485336,21386.46614830107,11201.991439141311,22435.12636605728,38150.73127415788
2037-09-30,169816.42002024184,6277.063349452264,84329.03677013493,43747.50606175514,150103.73803094364,62299.57144008836,28967.398099769867,19250.44071980048,30516.010677637703,88711.30917628713,80005.53522743082,26544.25743518909,13974.65801068089,27736.194303104785,47499.74202733947
